"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"80+"	2019-10-01	2382	78603	0.0303041868630968	"0.0291285615944009-0.0315257195131589"	5002	1109933	0.004506578324998	"0.00438367464955748-0.00463291177680811"
"80+"	2019-11-01	2286	78381	0.0291652313698473	"0.0280101012551758-0.0303665105189847"	4807	1109765	0.00433154767000221	"0.00421106838717967-0.00445545846013908"
"80+"	2019-12-01	2835	78178	0.0362633989101793	"0.0349755723389156-0.0375967968065359"	6192	1111056	0.00557307642459066	"0.00543635072905448-0.00571322105508585"
"80+"	2020-01-01	2467	77801	0.0317091039960926	"0.0305007764344554-0.0329636734151611"	5716	1110934	0.00514522014809161	"0.00501387942111612-0.00527998314441121"
"80+"	2020-02-01	2221	78328	0.028355122050863	"0.0272156409018657-0.0295408629160343"	4824	1110384	0.00434444300350149	"0.00422381591324604-0.00446849959890885"
"80+"	2020-03-01	2572	78700	0.0326810673443456	"0.0314614914696145-0.0339462619945432"	5655	1112747	0.00508201774527363	"0.00495159760871088-0.00521585501166927"
"80+"	2020-04-01	3281	78010	0.0420587104217408	"0.040672570117502-0.043489949456495"	5084	1111066	0.00457578577690254	"0.00445199547493984-0.00470300187920056"
"80+"	2020-05-01	1639	73430	0.0223205774206728	"0.0212768316232585-0.0234142997900565"	3761	1108996	0.00339135578487208	"0.00328486129284556-0.00350129067713211"
"80+"	2020-06-01	1399	72739	0.0192331486547794	"0.0182601443922704-0.0202569303140675"	3963	1110233	0.00356952099244033	"0.00346029032217771-0.00368218699680686"
"80+"	2020-07-01	1594	73724	0.0216211817047366	"0.0205959650255415-0.0226962485489389"	4181	1112019	0.00375982784466812	"0.00364777765057255-0.00387530654061714"
"80+"	2020-08-01	1658	74942	0.02212377571989	"0.0210949426575588-0.0232015972731429"	4163	1113549	0.00373849736293598	"0.00362684474349124-0.00385357392070803"
"80+"	2020-09-01	1726	75398	0.0228918538953288	"0.0218483816460954-0.0239839401110335"	4353	1116212	0.00389979681279184	"0.00378586793317795-0.00401714035188411"
"80+"	2020-10-01	1861	75819	0.0245452986718369	"0.0234677471102113-0.0256710267359812"	4235	1116737	0.00379229845523163	"0.0036799943480618-0.0039080163561506"
