"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"80+"	2019-10-01	2382	78603	0.0303041868630968	"0.0291285615944009-0.0315257195131589"	5002	1109933	0.004506578324998	"0.00438367464955748-0.00463291177680811"
"80+"	2019-11-01	2286	78381	0.0291652313698473	"0.0280101012551758-0.0303665105189847"	4807	1109765	0.00433154767000221	"0.00421106838717967-0.00445545846013908"
"80+"	2019-12-01	2835	78178	0.0362633989101793	"0.0349755723389156-0.0375967968065359"	6192	1111056	0.00557307642459066	"0.00543635072905448-0.00571322105508585"
"80+"	2020-01-01	2467	77801	0.0317091039960926	"0.0305007764344554-0.0329636734151611"	5716	1110934	0.00514522014809161	"0.00501387942111612-0.00527998314441121"
"80+"	2020-02-01	2221	78328	0.028355122050863	"0.0272156409018657-0.0295408629160343"	4824	1110384	0.00434444300350149	"0.00422381591324604-0.00446849959890885"
"80+"	2020-03-01	2714	78700	0.0344853875476493	"0.0332330915712895-0.0357831261652073"	6196	1112747	0.0055682019362892	"0.00543163906287616-0.00570817858270719"
"80+"	2020-04-01	5547	78010	0.0711062684271247	"0.0693238341091207-0.0729309408294861"	7730	1111066	0.00695728246566811	"0.00680442339496863-0.00711355086893261"
"80+"	2020-05-01	2456	73430	0.0334468201007763	"0.0321705575221203-0.0347718951831128"	4621	1108996	0.00416683198135972	"0.00404864838693362-0.00428845060368333"
"80+"	2020-06-01	1600	72739	0.0219964530719421	"0.0209555385940524-0.0230878530932846"	4274	1110233	0.00384964237236688	"0.00373615677311175-0.00396656136726613"
"80+"	2020-07-01	1652	73724	0.0224078997341436	"0.0213641485031099-0.0235014191490805"	4255	1112019	0.00382637347023747	"0.00371332475923976-0.00394285022332778"
"80+"	2020-08-01	1687	74942	0.0225107416402018	"0.0214729323568143-0.0235974997455014"	4198	1113549	0.00376992840009735	"0.00365780202426884-0.00388547849739585"
"80+"	2020-09-01	1769	75398	0.0234621608000212	"0.0224057632967152-0.0245671141595337"	4435	1116212	0.0039732595600119	"0.00385825089787285-0.00409168237598498"
"80+"	2020-10-01	2067	75819	0.0272622957306216	"0.0261268822456242-0.0284456104123824"	4825	1116737	0.00432062338760156	"0.00420066855164381-0.00444398838255561"
